City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
79,torata,-17.0769,-70.8433,19.64,18,0,4.53,PE,1722879253
80,midvagur,62.0511,-7.1939,12.46,94,100,5.66,FO,1722879255
81,yelizovo,53.1873,158.3805,12.08,100,100,1.0,RU,1722879256
82,natal,-5.795,-35.2094,28.36,61,20,9.77,BR,1722879044
83,selfoss,63.9331,-20.9971,13.36,89,100,1.42,IS,1722879258
84,udachny,66.4167,112.4,8.05,84,65,8.1,RU,1722879259
85,tolanaro,-25.0319,46.9987,22.04,83,0,2.06,MG,1722879260
86,mil'kovo,55.6078,37.7956,22.39,61,79,2.67,RU,1722879262
87,college,64.8569,-147.8028,21.2,68,20,2.57,US,1722879264
88,la foa,-21.7108,165.8276,15.35,73,6,1.1,NC,1722879265
89,hermanus,-34.4187,19.2345,11.57,77,13,5.08,ZA,1722879266
90,kruisfontein,-34.0033,24.7314,9.38,60,5,2.13,ZA,1722879267
91,kazanka,47.8462,32.8218,24.57,29,52,4.2,UA,1722879269
92,invercargill,-46.4,168.35,3.34,91,38,1.34,NZ,1722879270
93,joshimath,30.5667,79.5667,18.55,97,99,0.54,IN,1722879271
94,wilhelmsburg,48.1057,15.6054,20.07,99,91,1.44,AT,1722879273
95,borogontsy,62.6683,131.1683,13.27,92,100,3.39,RU,1722878916
96,langepas,61.2544,75.2124,14.57,94,100,4.02,RU,1722879275
97,kangding,30.0513,101.9603,14.06,82,63,2.29,CN,1722879276
98,tiksi,71.6872,128.8694,9.79,87,100,1.55,RU,1722879277
99,waingapu,-9.6567,120.2641,23.06,88,26,3.75,ID,1722879280
100,punta arenas,-53.15,-70.9167,1.06,75,0,5.14,CL,1722879270
101,qeshm,26.9581,56.2719,33.94,81,99,9.13,IR,1722879282
102,fort bragg,35.139,-79.006,31.49,74,40,2.06,US,1722879283
103,nanakuli,21.3906,-158.1547,26.92,76,0,2.57,US,1722879284
104,san diego de la union,21.4667,-100.8667,22.99,34,0,2.63,MX,1722879285
105,khunti,23.0833,85.2833,24.06,89,100,2.08,IN,1722879287
106,bamboo flat,11.7,92.7167,26.05,89,75,2.57,IN,1722878716
107,san patricio,28.017,-97.5169,33.25,49,0,1.77,US,1722878706
108,shimla,31.1,77.1667,16.73,95,99,1.83,IN,1722879290
109,manggar,-2.8833,108.2667,27.09,74,91,5.26,ID,1722879291
110,manismata,-2.4667,111.0333,22.14,93,54,1.36,ID,1722879292
111,northam,51.0333,-4.2167,21.88,83,84,6.94,GB,1722878936
112,hadibu,12.65,54.0333,25.6,80,78,8.01,YE,1722879295
113,belene,43.65,25.1167,25.54,46,50,2.3,BG,1722879296
114,topeka,39.0483,-95.678,35.27,49,0,4.63,US,1722879297
115,bijelo polje,43.0337,19.747,18.1,68,85,0.99,ME,1722879298
116,okhotsk,59.3833,143.3,11.39,93,100,4.26,RU,1722878728
117,emerald,-23.5333,148.1667,14.08,81,52,1.94,AU,1722879302
118,hammerfest,70.6634,23.6821,22.25,46,0,4.12,NO,1722879303
119,nemuro,43.3236,145.575,16.5,100,100,0.22,JP,1722878580
120,thompson,55.7435,-97.8558,20.09,37,20,2.06,CA,1722879305
121,mount pearl,47.5166,-52.7813,22.47,89,100,10.29,CA,1722879304
122,la passe,45.5549,-0.8967,26.9,66,0,5.2,FR,1722879308
123,kingston,17.997,-76.7936,33.53,62,20,9.26,JM,1722878588
124,shorewood,41.52,-88.2017,32.07,77,40,2.57,US,1722879310
125,happy valley-goose bay,53.3168,-60.3315,25.17,36,75,6.17,CA,1722879312
126,port alfred,-33.5906,26.891,14.07,58,1,5.08,ZA,1722879314
127,chandbali,20.7833,86.7667,28.45,80,100,3.39,IN,1722879315
128,waitara,-38.925,174.25,9.16,86,54,1.22,NZ,1722879316
129,ketchikan,55.3422,-131.6461,17.97,59,28,1.53,US,1722879193
130,vadso,70.0744,29.7487,15.49,87,0,6.17,NO,1722878774
131,road town,18.4167,-64.6167,32.05,66,75,5.66,VG,1722879239
132,zimnicea,43.6667,25.3667,25.7,47,81,3.24,RO,1722879321
133,shizuishan,39.2333,106.7694,25.48,47,99,4.03,CN,1722879227
134,sampao,7.5939,125.6611,23.82,96,96,1.25,PH,1722879324
135,weno,7.4515,151.8468,26.97,83,40,2.06,FM,1722879325
136,kapa'a,22.0752,-159.319,26.17,80,0,5.14,US,1722879326
137,shahrud,36.4182,54.9763,28.76,35,0,3.64,IR,1722879327
138,tura,25.5198,90.2201,24.49,97,100,2.75,IN,1722878777
139,mocimboa,-11.3167,40.35,21.77,77,1,3.74,MZ,1722879330
140,hamilton,39.1834,-84.5333,33.38,56,0,3.09,US,1722879232
141,burang,30.25,81.1667,11.06,73,91,2.38,CN,1722879332
142,saipan,15.1355,145.701,27.39,89,0,2.06,MP,1722879333
143,olonkinbyen,70.9221,-8.7187,6.73,95,94,2.84,SJ,1722879335
144,sitka,57.0531,-135.33,17.94,68,20,0.0,US,1722879193
145,south hedland,-20.4089,118.5983,14.96,72,8,2.57,AU,1722878944
146,palikir - national government center,6.9248,158.1611,24.41,88,40,1.54,FM,1722879338
147,syktyvkar,61.6764,50.8099,16.85,100,20,3.0,RU,1722879339
148,praia da vitoria,38.7333,-27.0667,28.14,69,40,4.36,PT,1722879340
149,ust-nera,64.5667,143.2,9.85,71,94,2.01,RU,1722879342
